crate,path,line,occurrence_on_line,token_occurrence_on_line,worth_occurrence_in_token,current_token,proposed_token,category,confidence,rationale,line_text
worth-signal-wasm,crates/worth-signal-wasm/package/product/resource_runtime/module_loading/load_resource_module.mjs,20,1,1,1,resourceModuleGlobal.__WORTHCachedResourceModuleTempDirs,resourceModuleGlobal.__WorthCachedResourceModuleTempDirs,internal_js_cache_sentinel_case_reviewed,high,Reviewed as internal JS cache sentinel; keep sentinel shape but use product-case Worth.,resourceModuleGlobal.__WORTHCachedResourceModuleTempDirs ?? new Set();
worth-signal-wasm,crates/worth-signal-wasm/package/product/resource_runtime/module_loading/load_resource_module.mjs,21,1,1,1,resourceModuleGlobal.__WORTHCachedResourceModuleTempDirs,resourceModuleGlobal.__WorthCachedResourceModuleTempDirs,internal_js_cache_sentinel_case_reviewed,high,Reviewed as internal JS cache sentinel; keep sentinel shape but use product-case Worth.,resourceModuleGlobal.__WORTHCachedResourceModuleTempDirs = cachedResourceModuleTempDirs;
worth-signal-wasm,crates/worth-signal-wasm/package/product/resource_runtime/module_loading/load_resource_module.mjs,23,1,1,1,resourceModuleGlobal.__WORTHCachedResourceModuleCleanupInstalled,resourceModuleGlobal.__WorthCachedResourceModuleCleanupInstalled,internal_js_cache_sentinel_case_reviewed,high,Reviewed as internal JS cache sentinel; keep sentinel shape but use product-case Worth.,if (!resourceModuleGlobal.__WORTHCachedResourceModuleCleanupInstalled) {
worth-signal-wasm,crates/worth-signal-wasm/package/product/resource_runtime/module_loading/load_resource_module.mjs,29,1,1,1,resourceModuleGlobal.__WORTHCachedResourceModuleCleanupInstalled,resourceModuleGlobal.__WorthCachedResourceModuleCleanupInstalled,internal_js_cache_sentinel_case_reviewed,high,Reviewed as internal JS cache sentinel; keep sentinel shape but use product-case Worth.,resourceModuleGlobal.__WORTHCachedResourceModuleCleanupInstalled = true;
worth-signal-wasm,crates/worth-signal-wasm/package/product/resource_runtime/requests/api_effect_profiles.test.mjs,56,1,1,1,WORTHd,forged,forged_word_damage,high,Botched replacement of ?forged?.,"test(""resource effect profiles deny WORTHd and impossible posture combinations"", async () => {"
worth-signal-wasm,crates/worth-signal-wasm/package/product/resource_runtime/effects/json_item_aspect/cost_proof.test.mjs,91,1,1,1,WORTHd,forged,forged_word_damage,high,Botched replacement of ?forged?.,"test(""resourceItemAspects rejects WORTHd JSON path proof metadata"", async () => {"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/portable_lane_explicit_naming.test.mjs,102,1,1,1,__WORTHSignal.outputProjection.callbackLabel.1,__WorthSignal.outputProjection.callbackLabel.1,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"assert.equal(calls[3][1], ""__WORTHSignal.outputProjection.callbackLabel.1"");"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/portable_lane_explicit_naming.test.mjs,107,1,1,1,__WORTHSignal.outputProjection.callbackLabel.1,__WorthSignal.outputProjection.callbackLabel.1,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"reads: [""__WORTHSignal.outputProjection.callbackLabel.1""],"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/portable_lane_explicit_naming.test.mjs,110,1,1,1,__WORTHSignal.outputProjection.callbackLabel.1,__WorthSignal.outputProjection.callbackLabel.1,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"id: ""__WORTHSignal.outputProjection.callbackLabel.1"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/wrap_signals_callback_metadata_validation.test.mjs,79,1,1,1,__WORTHSignal.outputProjection.panel.1,__WorthSignal.outputProjection.panel.1,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"""__WORTHSignal.outputProjection.panel.1"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/wrap_signals_callback_metadata_validation.test.mjs,86,1,1,1,__WORTHSignal.outputProjection.panel.1,__WorthSignal.outputProjection.panel.1,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"reads: [""__WORTHSignal.outputProjection.panel.1""],"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/wrap_signals_callback_metadata_validation.test.mjs,89,1,1,1,__WORTHSignal.outputProjection.panel.1,__WorthSignal.outputProjection.panel.1,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"id: ""__WORTHSignal.outputProjection.panel.1"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/wrap_signals_callback_metadata_validation.test.mjs,95,1,1,1,__WORTHSignal.outputProjection.panelExplicit.2,__WorthSignal.outputProjection.panelExplicit.2,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"""__WORTHSignal.outputProjection.panelExplicit.2"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/wrap_signals_callback_metadata_validation.test.mjs,102,1,1,1,__WORTHSignal.outputProjection.panelExplicit.2,__WorthSignal.outputProjection.panelExplicit.2,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"reads: [""__WORTHSignal.outputProjection.panelExplicit.2""],"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/wrap_signals_callback_metadata_validation.test.mjs,105,1,1,1,__WORTHSignal.outputProjection.panelExplicit.2,__WorthSignal.outputProjection.panelExplicit.2,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"id: ""__WORTHSignal.outputProjection.panelExplicit.2"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/wrap_signals_named_spec_shorthand.test.mjs,88,1,1,1,__WORTHSignalCallbackCapture:,__WorthSignalCallbackCapture:,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"__WORTHSignalCallbackCapture: true,"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/wrap_signals_named_spec_shorthand.test.mjs,90,1,1,1,__WORTHSignal.input.1,__WorthSignal.input.1,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"reads: [""__WORTHSignal.input.1""],"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/wrap_signals_named_spec_shorthand.test.mjs,95,1,1,1,__WORTHSignal.outputProjection.audit.panel.1,__WorthSignal.outputProjection.audit.panel.1,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"reads: [""__WORTHSignal.outputProjection.audit.panel.1""],"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/wrap_signals_named_spec_shorthand.test.mjs,98,1,1,1,__WORTHSignal.outputProjection.audit.panel.1,__WorthSignal.outputProjection.audit.panel.1,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"id: ""__WORTHSignal.outputProjection.audit.panel.1"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/wrap_signals_named_spec_shorthand.test.mjs,102,1,1,1,__WORTHSignal.input.1,__WorthSignal.input.1,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"[""input"", ""__WORTHSignal.input.1"", 3],"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/wrap_signals_named_spec_shorthand.test.mjs,104,1,1,1,__WORTHSignal.outputProjection.audit.panel.1,__WorthSignal.outputProjection.audit.panel.1,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"[""computedCallback"", ""__WORTHSignal.outputProjection.audit.panel.1"", ""function""],"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/wrap_signals_named_spec_shorthand.test.mjs,109,1,1,1,__WORTHSignal.outputProjection.audit.panel.1,__WorthSignal.outputProjection.audit.panel.1,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"reads: [""__WORTHSignal.outputProjection.audit.panel.1""],"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/wrap_signals_named_spec_shorthand.test.mjs,112,1,1,1,__WORTHSignal.outputProjection.audit.panel.1,__WorthSignal.outputProjection.audit.panel.1,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"id: ""__WORTHSignal.outputProjection.audit.panel.1"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/forms/form_kernel_patch_plan.test.mjs,196,1,1,1,WORTHFormValueType,WorthFormValueType,type_case,high,Type name should use PascalCase.,"assert.match(patchPlan.operations[0].valueDigest, /""WORTHFormValueType"":""Date""/);"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/forms/form_kernel_patch_plan.test.mjs,197,1,1,1,WORTHFormValueType,WorthFormValueType,type_case,high,Type name should use PascalCase.,"assert.match(patchPlan.operations[1].valueDigest, /""WORTHFormValueType"":""Map""/);"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/module_loading/load_signals_module.mjs,18,1,1,1,signalsModuleGlobal.__WORTHCachedSignalsModuleLoads,signalsModuleGlobal.__WorthCachedSignalsModuleLoads,internal_js_cache_sentinel_case_reviewed,high,Reviewed as internal JS cache sentinel; keep sentinel shape but use product-case Worth.,signalsModuleGlobal.__WORTHCachedSignalsModuleLoads ?? new Map();
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/module_loading/load_signals_module.mjs,19,1,1,1,signalsModuleGlobal.__WORTHCachedSignalsModuleLoads,signalsModuleGlobal.__WorthCachedSignalsModuleLoads,internal_js_cache_sentinel_case_reviewed,high,Reviewed as internal JS cache sentinel; keep sentinel shape but use product-case Worth.,signalsModuleGlobal.__WORTHCachedSignalsModuleLoads = cachedSignalsModuleLoads;
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/module_loading/load_signals_module.mjs,21,1,1,1,signalsModuleGlobal.__WORTHCachedSignalsModuleTempDirs,signalsModuleGlobal.__WorthCachedSignalsModuleTempDirs,internal_js_cache_sentinel_case_reviewed,high,Reviewed as internal JS cache sentinel; keep sentinel shape but use product-case Worth.,signalsModuleGlobal.__WORTHCachedSignalsModuleTempDirs ?? new Set();
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/module_loading/load_signals_module.mjs,22,1,1,1,signalsModuleGlobal.__WORTHCachedSignalsModuleTempDirs,signalsModuleGlobal.__WorthCachedSignalsModuleTempDirs,internal_js_cache_sentinel_case_reviewed,high,Reviewed as internal JS cache sentinel; keep sentinel shape but use product-case Worth.,signalsModuleGlobal.__WORTHCachedSignalsModuleTempDirs = cachedSignalsModuleTempDirs;
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/module_loading/load_signals_module.mjs,24,1,1,1,signalsModuleGlobal.__WORTHCachedSignalsModuleCleanupInstalled,signalsModuleGlobal.__WorthCachedSignalsModuleCleanupInstalled,internal_js_cache_sentinel_case_reviewed,high,Reviewed as internal JS cache sentinel; keep sentinel shape but use product-case Worth.,if (!signalsModuleGlobal.__WORTHCachedSignalsModuleCleanupInstalled) {
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/module_loading/load_signals_module.mjs,30,1,1,1,signalsModuleGlobal.__WORTHCachedSignalsModuleCleanupInstalled,signalsModuleGlobal.__WorthCachedSignalsModuleCleanupInstalled,internal_js_cache_sentinel_case_reviewed,high,Reviewed as internal JS cache sentinel; keep sentinel shape but use product-case Worth.,signalsModuleGlobal.__WORTHCachedSignalsModuleCleanupInstalled = true;
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/publication/graph_publication_compatibility_export_surface.test.mjs,122,1,1,1,__WORTHSignal.outputProjection.panel.1,__WorthSignal.outputProjection.panel.1,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"reads: [""__WORTHSignal.outputProjection.panel.1""],"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/publication/graph_publication_compatibility_export_surface.test.mjs,125,1,1,1,__WORTHSignal.outputProjection.panel.1,__WorthSignal.outputProjection.panel.1,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"id: ""__WORTHSignal.outputProjection.panel.1"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/publication/graph_publication_compatibility_export_surface.test.mjs,133,1,1,1,__WORTHSignal.outputProjection.panel.1,__WorthSignal.outputProjection.panel.1,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"id: ""__WORTHSignal.outputProjection.panel.1"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/publication_fixture/graph_publication_case.mjs,182,1,1,1,__WORTHSignal.outputProjection.panel.1,__WorthSignal.outputProjection.panel.1,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"reads: [""__WORTHSignal.outputProjection.panel.1""],"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/publication_fixture/graph_publication_case.mjs,185,1,1,1,__WORTHSignal.outputProjection.panel.1,__WorthSignal.outputProjection.panel.1,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"id: ""__WORTHSignal.outputProjection.panel.1"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/publication_fixture/graph_publication_case.mjs,198,1,1,1,__WORTHSignal.outputProjection.panel.1,__WorthSignal.outputProjection.panel.1,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"id: ""__WORTHSignal.outputProjection.panel.1"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/publication_fixture/graph_publication_case.mjs,206,1,1,1,__WORTHSignal.outputProjection.unrelated.2,__WorthSignal.outputProjection.unrelated.2,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"id: ""__WORTHSignal.outputProjection.unrelated.2"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/runtime_fixture/graph_export_import_runtime.mjs,27,1,1,1,.__WORTHSignalCallbackCapture,.__WorthSignalCallbackCapture,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,const value = result?.__WORTHSignalCallbackCapture
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/runtime_fixture/graph_export_import_runtime.mjs,30,1,1,1,.__WORTHSignalCallbackCapture,.__WorthSignalCallbackCapture,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,if (result?.__WORTHSignalCallbackCapture) {
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/runtime_fixture/graph_export_import_runtime.mjs,141,1,1,1,.__WORTHSignalCallbackCapture,.__WorthSignalCallbackCapture,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"reads: result?.__WORTHSignalCallbackCapture ? [...result.reads] : [],"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/runtime_fixture/graph_export_import_runtime.mjs,146,1,1,1,.__WORTHSignalCallbackCapture,.__WorthSignalCallbackCapture,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"result?.__WORTHSignalCallbackCapture ? result.value : result,"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/runtime_fixture/linked_runtime.mjs,37,1,1,1,.__WORTHSignalCallbackCapture,.__WorthSignalCallbackCapture,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,const nextValue = result?.__WORTHSignalCallbackCapture
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/runtime_fixture/linked_runtime.mjs,71,1,1,1,.__WORTHSignalCallbackCapture,.__WorthSignalCallbackCapture,type_or_brand_case,high,Identifier/brand should use PascalCase WorthSignal.,"result?.__WORTHSignalCallbackCapture ? result.value : result,"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase1_surface.test.mjs,101,1,1,1,WORTH-router:url:,worth-router:url:,protocol_slug_case_reviewed,high,Reviewed as protocol slug/cache segment; lowercase worth-* is the intended machine spelling.,"'WORTH-router:url:""/users/user%201?tab=activity&page=2&active=false#panel%2Fmain""',"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase2_projection.test.mjs,68,1,1,1,WORTH-router:projected-outlet-contract:,worth-router:projected-outlet-contract:,protocol_slug_case_reviewed,high,Reviewed as protocol slug/cache segment; lowercase worth-* is the intended machine spelling.,"'WORTH-router:projected-outlet-contract:{""outletId"":""detail"",""parentLayoutRouteId"":""app.users"",""occupantRouteId"":""app.users.detail"",""occupantKind"":""projectedRouteCapability"",""occupantDigest"":""WORTH-router:projected-outlet-route-occupant:{\\""routeId\\"":\\""app.users.detail\\"",\\""verification\\"":\\""WORTH-router:url:\\\\\\""/users/user%201?tab=activity\\\\\\""\\""}""}',"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase2_projection.test.mjs,68,2,2,1,WORTH-router:projected-outlet-route-occupant:,worth-router:projected-outlet-route-occupant:,protocol_slug_case_reviewed,high,Reviewed as protocol slug/cache segment; lowercase worth-* is the intended machine spelling.,"'WORTH-router:projected-outlet-contract:{""outletId"":""detail"",""parentLayoutRouteId"":""app.users"",""occupantRouteId"":""app.users.detail"",""occupantKind"":""projectedRouteCapability"",""occupantDigest"":""WORTH-router:projected-outlet-route-occupant:{\\""routeId\\"":\\""app.users.detail\\"",\\""verification\\"":\\""WORTH-router:url:\\\\\\""/users/user%201?tab=activity\\\\\\""\\""}""}',"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase2_projection.test.mjs,68,3,3,1,WORTH-router:url:,worth-router:url:,protocol_slug_case_reviewed,high,Reviewed as protocol slug/cache segment; lowercase worth-* is the intended machine spelling.,"'WORTH-router:projected-outlet-contract:{""outletId"":""detail"",""parentLayoutRouteId"":""app.users"",""occupantRouteId"":""app.users.detail"",""occupantKind"":""projectedRouteCapability"",""occupantDigest"":""WORTH-router:projected-outlet-route-occupant:{\\""routeId\\"":\\""app.users.detail\\"",\\""verification\\"":\\""WORTH-router:url:\\\\\\""/users/user%201?tab=activity\\\\\\""\\""}""}',"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase2_projection.test.mjs,72,1,1,1,WORTH-router:projected-route-composition:,worth-router:projected-route-composition:,protocol_slug_case_reviewed,high,Reviewed as protocol slug/cache segment; lowercase worth-* is the intended machine spelling.,"'WORTH-router:projected-route-composition:{""routeId"":""app.users.detail"",""controllerNames"":[""detail""],""graphNames"":[""detailGraph""],""graphIds"":[""routeDetailGraph""],""resourceNames"":[],""resourcePrefetchPostures"":[]}',"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase2_projection.test.mjs,76,1,1,1,WORTH-router:projected-outlet-stack:,worth-router:projected-outlet-stack:,protocol_slug_case_reviewed,high,Reviewed as protocol slug/cache segment; lowercase worth-* is the intended machine spelling.,"'WORTH-router:projected-outlet-stack:[{""outletId"":""shell"",""parentLayoutRouteId"":""app"",""occupantRouteId"":""app.users"",""occupantKind"":""projectedLayoutPlacement""},{""outletId"":""detail"",""parentLayoutRouteId"":""app.users"",""occupantRouteId"":""app.users.detail"",""occupantKind"":""projectedRouteCapability""}]',"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,19,1,1,1,WORTH,Worth,proper_noun_case_reviewed,high,Reviewed as prose/product proper noun; capital-case Worth is the intended spelling.,"const ingress = compatibilitySignals.router.browserHistory.push(""/search?q=WORTH"", {"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,20,1,1,1,searchRoute:WORTH,searchRoute:WORTH,literal_route_fixture_keep,keep,"Reviewed in context: this is fixture/domain route data, not product namespace or identifier casing.","routeIdentity: ""searchRoute:WORTH"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,22,1,1,1,searchRoute:WORTH,searchRoute:WORTH,literal_route_fixture_keep,keep,"Reviewed in context: this is fixture/domain route data, not product namespace or identifier casing.","routeValue: ""searchRoute:WORTH"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,26,1,1,1,WORTH,Worth,proper_noun_case_reviewed,high,Reviewed as prose/product proper noun; capital-case Worth is the intended spelling.,"const workerIngress = workerRouter.browserHistory.push(""/search?q=WORTH"", {"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,27,1,1,1,searchRoute:WORTH,searchRoute:WORTH,literal_route_fixture_keep,keep,"Reviewed in context: this is fixture/domain route data, not product namespace or identifier casing.","routeIdentity: ""searchRoute:WORTH"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,29,1,1,1,searchRoute:WORTH,searchRoute:WORTH,literal_route_fixture_keep,keep,"Reviewed in context: this is fixture/domain route data, not product namespace or identifier casing.","routeValue: ""searchRoute:WORTH"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,40,1,1,1,WORTH,Worth,proper_noun_case_reviewed,high,Reviewed as prose/product proper noun; capital-case Worth is the intended spelling.,"workerScopedRouter.browserHistory.replace(""/search?q=WORTH"").navigationKind,"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,44,1,1,1,WORTH,Worth,proper_noun_case_reviewed,high,Reviewed as prose/product proper noun; capital-case Worth is the intended spelling.,"compatibilitySignals.scope(""nested"").router.browserHistory.replace(""/search?q=WORTH"")"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,46,1,1,1,WORTH,Worth,proper_noun_case_reviewed,high,Reviewed as prose/product proper noun; capital-case Worth is the intended spelling.,"compatibilitySignals.router.browserHistory.replace(""/search?q=WORTH"")"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,58,1,1,1,WORTH,Worth,proper_noun_case_reviewed,high,Reviewed as prose/product proper noun; capital-case Worth is the intended spelling.,"assert.equal(report.rawLocationHref, ""/search?q=WORTH"");"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,59,1,1,1,searchRoute:WORTH,searchRoute:WORTH,literal_route_fixture_keep,keep,"Reviewed in context: this is fixture/domain route data, not product namespace or identifier casing.","assert.equal(report.routeIdentity, ""searchRoute:WORTH"");"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,63,1,1,1,WORTH,Worth,proper_noun_case_reviewed,high,Reviewed as prose/product proper noun; capital-case Worth is the intended spelling.,"assert.equal(report.outcome().href, ""/search?q=WORTH"");"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,74,1,1,1,WORTH,Worth,proper_noun_case_reviewed,high,Reviewed as prose/product proper noun; capital-case Worth is the intended spelling.,"assert.equal(workerReport.outcome().href, ""/search?q=WORTH"");"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,101,1,1,1,WORTH,Worth,proper_noun_case_reviewed,high,Reviewed as prose/product proper noun; capital-case Worth is the intended spelling.,"const workerIngress = workerRouter.browserHistory.push(""/search?q=WORTH"");"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,132,1,1,1,WORTH,Worth,proper_noun_case_reviewed,high,Reviewed as prose/product proper noun; capital-case Worth is the intended spelling.,"routes.search.to({ search: { q: ""WORTH"" } }),"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,134,1,1,1,searchRoute:WORTH,searchRoute:WORTH,literal_route_fixture_keep,keep,"Reviewed in context: this is fixture/domain route data, not product namespace or identifier casing.","routeIdentity: ""searchRoute:WORTH"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,136,1,1,1,searchRoute:WORTH,searchRoute:WORTH,literal_route_fixture_keep,keep,"Reviewed in context: this is fixture/domain route data, not product namespace or identifier casing.","routeValue: ""searchRoute:WORTH"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,141,1,1,1,WORTH,Worth,proper_noun_case_reviewed,high,Reviewed as prose/product proper noun; capital-case Worth is the intended spelling.,"const workerLocalWriteback = workerRouter.browserHistory.writeback.replace(""/search?q=WORTH"", {"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,142,1,1,1,searchRoute:WORTH,searchRoute:WORTH,literal_route_fixture_keep,keep,"Reviewed in context: this is fixture/domain route data, not product namespace or identifier casing.","routeIdentity: ""searchRoute:WORTH"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,144,1,1,1,searchRoute:WORTH,searchRoute:WORTH,literal_route_fixture_keep,keep,"Reviewed in context: this is fixture/domain route data, not product namespace or identifier casing.","routeValue: ""searchRoute:WORTH"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,151,1,1,1,searchRoute:WORTH,searchRoute:WORTH,literal_route_fixture_keep,keep,"Reviewed in context: this is fixture/domain route data, not product namespace or identifier casing.","routeIdentity: ""searchRoute:WORTH"","
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,157,1,1,1,WORTH,Worth,proper_noun_case_reviewed,high,Reviewed as prose/product proper noun; capital-case Worth is the intended spelling.,"assert.equal(localWriteback.rawLocation?.href, ""/search?q=WORTH"");"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,169,1,1,1,WORTH,Worth,proper_noun_case_reviewed,high,Reviewed as prose/product proper noun; capital-case Worth is the intended spelling.,"assert.equal(localReport.targetHref, ""/search?q=WORTH"");"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,202,1,1,1,WORTH,Worth,proper_noun_case_reviewed,high,Reviewed as prose/product proper noun; capital-case Worth is the intended spelling.,"() => compatibilitySignals.router.browserHistory.writeback.external(""/search?q=WORTH""),"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,206,1,1,1,WORTH,Worth,proper_noun_case_reviewed,high,Reviewed as prose/product proper noun; capital-case Worth is the intended spelling.,"() => compatibilitySignals.router.browserHistory.writeback.replace(""/search?q=WORTH""),"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,210,1,1,1,WORTH,Worth,proper_noun_case_reviewed,high,Reviewed as prose/product proper noun; capital-case Worth is the intended spelling.,"() => routes.applyBrowserHistoryWriteback(""/search?q=WORTH""),"
worth-signal-wasm,crates/worth-signal-wasm/package/product/signals_runtime/authoring/router/callable_router_phase4_browser_ingress.test.mjs,243,1,1,1,WORTH,Worth,proper_noun_case_reviewed,high,Reviewed as prose/product proper noun; capital-case Worth is the intended spelling.,"routes.search.to({ search: { q: ""WORTH"" } }),"
